2;anti_air_building;3960.00;10.40;1130.00;2.47;0
2;synthetic_refinery;3969.00;10.43;1133.00;5.13;0
2;fuel_silo;3955.00;10.35;1129.00;1.52;0
2;radar_station;3963.00;10.38;1134.00;5.32;0
2;rocket_site;3954.00;10.35;1128.00;5.74;0
2;nuclear_reactor;3967.00;10.38;1129.00;3.58;0
5;arms_factory;3760.00;11.00;1140.00;2.40;0
5;arms_factory;3762.00;10.55;1154.00;5.07;0
5;arms_factory;3752.00;12.25;1126.00;1.45;0
5;arms_factory;3746.00;11.82;1137.00;4.47;0
5;arms_factory;3772.00;10.35;1153.00;0.85;0
5;arms_factory;3745.00;12.45;1126.00;3.51;0
5;industrial_complex;3764.00;11.05;1136.00;1.35;0
5;industrial_complex;3765.00;10.55;1153.00;1.46;0
5;industrial_complex;3736.00;13.80;1123.00;5.58;0
5;industrial_complex;3757.00;11.00;1136.00;1.96;0
5;industrial_complex;3758.00;10.55;1153.00;6.08;0
5;industrial_complex;3728.00;14.55;1123.00;6.18;0
5;air_base;3750.00;11.50;1136.00;4.02;0
5;naval_base;3788.00;10.32;1153.00;-3.66;5765
5;naval_base;3769.00;10.32;1155.00;-3.66;5765
5;bunker;3742.00;11.93;1136.00;6.09;0
5;bunker;3760.00;13.18;1120.00;2.47;0
5;bunker;3770.00;10.70;1148.00;5.13;0
5;bunker;3778.00;10.43;1151.00;1.52;0
5;coastal_bunker;3771.00;10.30;1154.00;-3.66;0
5;coastal_bunker;3781.00;10.30;1153.00;-3.66;0
5;dockyard;3765.00;10.30;1158.00;-3.66;0
5;anti_air_building;3765.00;10.80;1148.00;5.14;0
5;anti_air_building;3776.00;10.65;1148.00;1.52;0
5;anti_air_building;3735.00;12.98;1133.00;4.19;0
5;synthetic_refinery;3773.00;11.00;1143.00;2.03;0
5;fuel_silo;3777.00;10.82;1147.00;5.05;0
5;radar_station;3756.00;11.05;1136.00;2.63;0
5;rocket_site;3766.00;10.98;1143.00;4.09;0
5;nuclear_reactor;3779.00;10.93;1146.00;0.47;0
6;arms_factory;3822.00;10.70;1093.00;1.45;0
6;arms_factory;3808.00;12.05;1104.00;4.47;0
6;arms_factory;3797.00;12.18;1096.00;0.85;0
6;arms_factory;3794.00;14.38;1114.00;3.51;0
6;arms_factory;3802.00;12.43;1100.00;1.35;0
6;arms_factory;3826.00;10.50;1097.00;1.46;0
6;industrial_complex;3793.00;13.20;1104.00;5.58;0
6;industrial_complex;3800.00;12.15;1095.00;1.96;0
6;industrial_complex;3819.00;11.05;1107.00;6.08;0
6;industrial_complex;3815.00;11.23;1099.00;6.18;0
6;industrial_complex;3822.00;10.70;1096.00;4.02;0
6;industrial_complex;3811.00;11.75;1105.00;0.41;0
6;air_base;3798.00;12.03;1094.00;3.07;0
6;naval_base;3827.00;10.30;1105.00;1.37;5762
6;naval_base;3826.00;10.38;1101.00;1.37;5762
6;bunker;3828.00;10.40;1094.00;5.13;0
6;bunker;3800.00;13.40;1113.00;1.52;0
6;bunker;3821.00;10.82;1109.00;4.54;0
6;coastal_bunker;3827.00;10.35;1101.00;1.37;0
6;coastal_bunker;3825.00;10.40;1114.00;-3.55;0
6;dockyard;3828.00;10.38;1100.00;1.37;0
6;anti_air_building;3810.00;11.80;1104.00;1.52;0
6;anti_air_building;3799.00;12.23;1096.00;4.19;0
6;anti_air_building;3790.00;13.90;1111.00;2.03;0
6;synthetic_refinery;3803.00;12.35;1100.00;5.05;0
6;fuel_silo;3828.00;10.40;1097.00;6.25;0
6;radar_station;3810.00;11.85;1103.00;4.10;0
6;rocket_site;3801.00;12.10;1095.00;0.47;0
6;nuclear_reactor;3797.00;13.70;1110.00;2.04;0
8;arms_factory;3676.00;11.10;1100.00;1.35;0
8;arms_factory;3678.00;11.30;1104.00;1.46;0
8;arms_factory;3667.00;10.55;1089.00;5.58;0
8;arms_factory;3684.00;10.65;1093.00;1.96;0
8;arms_factory;3681.00;11.30;1101.00;6.08;0
8;arms_factory;3679.00;10.25;1084.00;6.18;0
8;industrial_complex;3681.00;10.40;1089.00;4.02;0
8;industrial_complex;3676.00;11.23;1104.00;0.41;0
8;industrial_complex;3652.00;10.75;1078.00;3.07;0
8;industrial_complex;3674.00;10.30;1085.00;6.09;0
8;industrial_complex;3679.00;11.28;1101.00;2.47;0
8;industrial_complex;3649.00;10.55;1073.00;5.13;0
8;air_base;3678.00;10.45;1089.00;1.52;0
8;naval_base;3694.00;9.65;1080.00;-0.32;6139
8;naval_base;3669.00;10.28;1078.00;0.67;5928
8;naval_base;3680.00;9.55;1083.00;0.22;6139
8;naval_base;3706.00;9.50;1076.00;-0.56;6139
8;bunker;3659.00;10.30;1072.00;1.52;0
8;bunker;3683.00;10.40;1087.00;4.19;0
8;bunker;3718.00;11.35;1086.00;2.03;0
8;bunker;3716.00;11.57;1091.00;5.05;0
8;bunker;3671.00;11.20;1103.00;6.25;0
8;bunker;3688.00;10.30;1083.00;4.09;0
8;coastal_bunker;3701.00;9.65;1078.00;-0.32;0
8;coastal_bunker;3716.00;9.73;1074.00;0.29;0
8;coastal_bunker;3658.00;9.60;1070.00;0.67;0
8;coastal_bunker;3684.00;9.60;1082.00;0.22;0
8;dockyard;3653.00;10.40;1066.00;0.67;0
8;anti_air_building;3657.00;10.50;1079.00;0.48;0
8;anti_air_building;3715.00;11.20;1087.00;3.14;0
8;anti_air_building;3698.00;10.50;1083.00;5.81;0
8;synthetic_refinery;3654.00;10.35;1074.00;2.54;0
8;fuel_silo;3703.00;10.80;1082.00;5.21;0
8;radar_station;3687.00;10.40;1088.00;3.58;0
8;rocket_site;3655.00;10.60;1079.00;4.25;0
8;nuclear_reactor;3683.00;11.38;1102.00;0.99;0
9;arms_factory;3752.00;11.15;1071.00;5.58;0
9;arms_factory;3752.00;10.98;1068.00;1.96;0
9;arms_factory;3749.00;11.03;1065.00;6.08;0
9;arms_factory;3723.00;11.38;1082.00;6.18;0
9;arms_factory;3737.00;12.65;1078.00;4.02;0
9;arms_factory;3763.00;11.68;1096.00;0.41;0
9;industrial_complex;3766.00;10.50;1064.00;3.07;0
9;industrial_complex;3783.00;10.60;1061.00;6.09;0
9;industrial_complex;3744.00;13.07;1080.00;2.47;0
9;industrial_complex;3753.00;11.88;1082.00;5.13;0
9;industrial_complex;3765.00;10.53;1058.00;1.52;0
9;industrial_complex;3775.00;10.48;1054.00;4.54;0
9;air_base;3761.00;10.95;1077.00;5.74;0
9;naval_base;3728.00;9.50;1068.00;-0.29;5945
9;naval_base;3736.00;10.55;1059.00;-0.97;5945
9;bunker;3746.00;10.93;1062.00;1.52;0
9;bunker;3761.00;11.60;1095.00;4.19;0
9;bunker;3733.00;12.70;1085.00;2.03;0
9;bunker;3765.00;10.45;1066.00;5.05;0
9;coastal_bunker;3734.00;10.12;1060.00;-0.29;0
9;coastal_bunker;3736.00;10.55;1059.00;-0.97;0
9;dockyard;3732.00;10.25;1064.00;-0.29;0
9;anti_air_building;3751.00;11.25;1071.00;2.04;0
9;anti_air_building;3752.00;10.98;1068.00;4.70;0
9;anti_air_building;3767.00;10.75;1072.00;2.54;0
9;synthetic_refinery;3723.00;11.38;1082.00;3.74;0
9;fuel_silo;3736.00;12.48;1078.00;0.48;0
9;radar_station;3755.00;11.18;1074.00;4.75;0
9;rocket_site;3766.00;10.50;1064.00;5.81;0
9;nuclear_reactor;3783.00;10.60;1061.00;2.54;0
12;arms_factory;3712.00;12.65;1161.00;3.07;0
12;arms_factory;3738.00;11.00;1155.00;6.09;0
12;arms_factory;3702.00;11.43;1178.00;2.47;0
12;arms_factory;3740.00;11.50;1144.00;5.13;0
12;arms_factory;3739.00;10.80;1166.00;1.52;0
12;arms_factory;3729.00;11.48;1155.00;4.54;0
12;industrial_complex;3701.00;14.03;1160.00;5.74;0
12;industrial_complex;3712.00;12.78;1160.00;3.58;0
12;industrial_complex;3711.00;14.00;1149.00;5.14;0
12;industrial_complex;3705.00;10.73;1185.00;1.52;0
12;industrial_complex;3682.00;12.03;1177.00;4.19;0
12;industrial_complex;3752.00;10.60;1160.00;2.03;0
12;air_base;3710.00;12.48;1165.00;5.05;0
12;naval_base;3734.00;10.38;1176.00;1.57;6131
12;naval_base;3749.00;10.38;1166.00;-4.00;5765
12;naval_base;3704.00;10.32;1190.00;-4.21;5961
12;naval_base;3742.00;10.30;1172.00;-4.07;6131
12;bunker;3737.00;11.00;1158.00;4.70;0
12;bunker;3712.00;13.98;1148.00;2.54;0
12;bunker;3731.00;11.53;1150.00;3.74;0
12;bunker;3747.00;10.85;1158.00;0.48;0
12;bunker;3700.00;14.07;1159.00;3.14;0
12;bunker;3726.00;10.48;1178.00;5.81;0
12;bunker;3713.00;11.48;1176.00;2.54;0
12;bunker;3709.00;10.45;1186.00;5.21;0
12;coastal_bunker;3701.00;10.40;1191.00;-4.21;0
12;coastal_bunker;3732.00;10.35;1178.00;1.57;0
12;coastal_bunker;3745.00;10.38;1170.00;-3.05;0
12;coastal_bunker;3742.00;10.30;1172.00;-4.07;0
12;dockyard;3755.00;10.38;1164.00;-4.00;0
12;anti_air_building;3731.00;10.80;1168.00;2.70;0
12;anti_air_building;3692.00;13.60;1155.00;5.72;0
12;anti_air_building;3727.00;11.88;1152.00;0.64;0
12;synthetic_refinery;3691.00;13.48;1151.00;4.76;0
12;fuel_silo;3691.00;11.45;1181.00;2.61;0
12;radar_station;3719.00;11.62;1165.00;5.28;0
12;rocket_site;3706.00;12.38;1170.00;0.55;0
12;nuclear_reactor;3754.00;10.43;1162.00;3.21;0
13;arms_factory;3719.00;13.70;1128.00;2.47;0
13;arms_factory;3659.00;11.62;1142.00;5.13;0
13;arms_factory;3681.00;12.85;1145.00;1.52;0
13;arms_factory;3705.00;13.43;1112.00;4.54;0
13;arms_factory;3703.00;14.30;1135.00;5.74;0
13;arms_factory;3703.00;11.90;1100.00;3.58;0
13;industrial_complex;3722.00;13.75;1128.00;5.14;0
13;industrial_complex;3682.00;13.05;1129.00;1.52;0
13;industrial_complex;3685.00;13.10;1145.00;4.19;0
13;industrial_complex;3700.00;12.05;1103.00;2.03;0
13;industrial_complex;3706.00;14.57;1135.00;5.05;0
13;industrial_complex;3707.00;12.03;1100.00;6.25;0
13;air_base;3669.00;11.88;1149.00;4.09;0
13;bunker;3685.00;13.48;1129.00;0.47;0
13;bunker;3682.00;13.00;1142.00;2.04;0
13;bunker;3697.00;14.40;1128.00;4.70;0
13;bunker;3694.00;11.78;1102.00;2.54;0
13;bunker;3711.00;13.85;1125.00;3.74;0
13;bunker;3706.00;14.68;1137.00;0.48;0
13;anti_air_building;3672.00;11.60;1117.00;3.14;0
13;anti_air_building;3711.00;14.70;1138.00;5.81;0
13;anti_air_building;3707.00;12.28;1103.00;2.54;0
13;synthetic_refinery;3691.00;13.68;1121.00;5.21;0
13;fuel_silo;3664.00;11.50;1132.00;1.59;0
13;radar_station;3690.00;14.15;1128.00;5.05;0
13;rocket_site;3675.00;11.78;1117.00;0.99;0
13;nuclear_reactor;3693.00;14.23;1139.00;3.66;0
14;arms_factory;3655.00;11.55;1188.00;1.52;0
14;arms_factory;3661.00;11.78;1177.00;4.54;0
14;arms_factory;3655.00;11.90;1172.00;5.74;0
14;arms_factory;3677.00;12.15;1171.00;3.58;0
14;arms_factory;3653.00;12.10;1165.00;5.14;0
14;arms_factory;3673.00;12.45;1162.00;1.52;0
14;industrial_complex;3661.00;11.82;1151.00;4.19;0
14;industrial_complex;3670.00;11.60;1179.00;2.03;0
14;industrial_complex;3667.00;11.35;1189.00;5.05;0
14;industrial_complex;3672.00;11.57;1179.00;6.25;0
14;industrial_complex;3666.00;10.80;1198.00;4.09;0
14;industrial_complex;3649.00;11.15;1193.00;0.47;0
14;air_base;3661.00;11.73;1179.00;2.04;0
14;naval_base;3656.00;10.35;1209.00;-3.61;6124
14;naval_base;3649.00;10.28;1209.00;-2.96;6124
14;naval_base;3688.00;10.38;1197.00;-3.93;6124
14;bunker;3665.00;12.20;1158.00;0.48;0
14;bunker;3650.00;10.95;1201.00;3.14;0
14;bunker;3680.00;10.93;1192.00;5.81;0
14;bunker;3669.00;10.45;1204.00;2.54;0
14;bunker;3663.00;11.65;1146.00;5.21;0
14;bunker;3660.00;11.70;1186.00;1.59;0
14;coastal_bunker;3647.00;10.25;1209.00;-2.96;0
14;coastal_bunker;3687.00;10.35;1198.00;-3.93;0
14;coastal_bunker;3662.00;10.43;1207.00;-3.61;0
14;dockyard;3674.00;10.43;1204.00;-3.61;0
14;anti_air_building;3653.00;11.40;1150.00;2.70;0
14;anti_air_building;3657.00;12.12;1160.00;5.72;0
14;anti_air_building;3669.00;10.75;1197.00;0.64;0
14;synthetic_refinery;3659.00;12.25;1160.00;4.76;0
14;fuel_silo;3673.00;11.20;1186.00;2.61;0
14;radar_station;3667.00;11.95;1175.00;5.28;0
14;rocket_site;3656.00;10.80;1202.00;0.55;0
14;nuclear_reactor;3666.00;10.50;1205.00;3.21;0
15;arms_factory;3627.00;11.40;1172.00;5.74;0
15;arms_factory;3643.00;11.30;1185.00;3.58;0
15;arms_factory;3610.00;11.65;1182.00;5.14;0
15;arms_factory;3639.00;10.57;1200.00;1.52;0
15;arms_factory;3637.00;10.88;1193.00;4.19;0
15;arms_factory;3623.00;11.40;1183.00;2.03;0
15;industrial_complex;3609.00;11.75;1180.00;5.05;0
15;industrial_complex;3616.00;11.50;1175.00;6.25;0
15;industrial_complex;3634.00;11.60;1165.00;4.09;0
15;industrial_complex;3615.00;11.40;1186.00;0.47;0
15;industrial_complex;3627.00;10.60;1198.00;2.04;0
15;industrial_complex;3627.00;11.40;1170.00;4.70;0
15;air_base;3607.00;11.40;1191.00;2.54;0
15;naval_base;3628.00;10.35;1206.00;-3.89;5802
15;naval_base;3642.00;9.90;1208.00;-3.14;5802
15;bunker;3649.00;12.03;1168.00;3.14;0
15;bunker;3614.00;11.15;1191.00;5.81;0
15;bunker;3626.00;11.38;1182.00;2.54;0
15;bunker;3631.00;11.25;1184.00;5.21;0
15;bunker;3645.00;10.43;1205.00;1.59;0
15;coastal_bunker;3637.00;10.32;1207.00;-3.89;0
15;coastal_bunker;3645.00;10.28;1208.00;-3.14;0
15;dockyard;3642.00;10.28;1207.00;-3.14;0
15;anti_air_building;3641.00;11.57;1160.00;0.04;0
15;anti_air_building;3603.00;11.70;1183.00;2.70;0
15;anti_air_building;3629.00;10.80;1193.00;5.72;0
15;synthetic_refinery;3649.00;12.05;1166.00;0.64;0
15;fuel_silo;3607.00;11.50;1188.00;4.76;0
15;radar_station;3625.00;11.40;1183.00;2.35;0
15;rocket_site;3639.00;11.68;1171.00;2.71;0
15;nuclear_reactor;3644.00;11.88;1165.00;0.55;0
16;air_base;3597.00;11.43;1128.00;0.48;0
16;bunker;3602.00;12.05;1160.00;2.54;0
16;bunker;3595.00;11.48;1132.00;5.21;0
16;bunker;3597.00;11.53;1138.00;4.25;0
16;bunker;3627.00;11.40;1158.00;0.99;0
16;bunker;3603.00;11.70;1146.00;3.66;0
16;bunker;3621.00;11.20;1141.00;0.04;0
16;anti_air_building;3614.00;11.00;1117.00;2.70;0
16;anti_air_building;3622.00;11.00;1137.00;5.72;0
16;anti_air_building;3624.00;11.30;1132.00;0.64;0
16;radar_station;3627.00;11.10;1137.00;5.28;0
16;nuclear_reactor;3617.00;11.30;1137.00;3.21;0
17;arms_factory;3534.00;11.32;1078.00;4.19;0
17;arms_factory;3559.00;10.30;1104.00;2.03;0
17;arms_factory;3511.00;12.18;1062.00;5.05;0
17;arms_factory;3527.00;11.35;1083.00;6.25;0
17;arms_factory;3536.00;11.40;1078.00;4.09;0
17;arms_factory;3523.00;11.32;1045.00;0.47;0
17;industrial_complex;3513.00;12.15;1062.00;2.04;0
17;industrial_complex;3529.00;11.40;1083.00;4.70;0
17;industrial_complex;3541.00;10.35;1100.00;2.54;0
17;industrial_complex;3507.00;11.57;1046.00;3.74;0
17;industrial_complex;3510.00;12.25;1064.00;0.48;0
17;industrial_complex;3576.00;10.75;1114.00;3.14;0
17;air_base;3543.00;10.35;1100.00;5.81;0
17;bunker;3511.00;11.75;1048.00;2.54;0
17;bunker;3555.00;10.30;1104.00;5.21;0
17;bunker;3538.00;11.40;1074.00;1.59;0
17;bunker;3569.00;10.50;1114.00;4.25;0
17;bunker;3535.00;11.25;1090.00;0.99;0
17;bunker;3551.00;11.30;1082.00;3.66;0
17;anti_air_building;3531.00;11.45;1085.00;0.04;0
17;anti_air_building;3529.00;11.57;1072.00;2.70;0
17;anti_air_building;3543.00;11.30;1070.00;5.72;0
17;synthetic_refinery;3558.00;10.50;1099.00;0.64;0
17;fuel_silo;3514.00;11.82;1057.00;4.76;0
17;radar_station;3545.00;11.53;1075.00;2.35;0
17;rocket_site;3548.00;11.18;1072.00;2.71;0
17;nuclear_reactor;3518.00;11.23;1037.00;0.55;0
18;arms_factory;3535.00;10.30;1209.00;5.05;0
18;arms_factory;3535.00;10.30;1209.00;6.25;0
18;arms_factory;3546.00;10.30;1216.00;4.09;0
18;arms_factory;3539.00;10.30;1197.00;0.47;0
18;arms_factory;3535.00;10.40;1189.00;2.04;0
18;arms_factory;3535.00;10.40;1189.00;4.70;0
18;industrial_complex;3542.00;10.32;1197.00;2.54;0
18;industrial_complex;3545.00;10.35;1191.00;3.74;0
18;industrial_complex;3544.00;10.38;1191.00;0.48;0
18;industrial_complex;3542.00;10.32;1201.00;3.14;0
18;industrial_complex;3541.00;10.30;1201.00;5.81;0
18;industrial_complex;3540.00;10.30;1201.00;2.54;0
18;air_base;3544.00;10.30;1214.00;5.21;0
18;naval_base;3546.00;10.28;1206.00;-3.14;5819
18;naval_base;3549.00;10.20;1216.00;-3.93;5819
18;naval_base;3536.00;9.60;1214.00;-1.57;6010
18;naval_base;3541.00;9.60;1219.00;-2.03;6010
18;naval_base;3531.00;10.30;1188.00;-2.76;6010
18;bunker;3544.00;10.43;1195.00;2.70;0
18;bunker;3538.00;10.30;1201.00;5.72;0
18;bunker;3534.00;10.28;1207.00;0.64;0
18;bunker;3541.00;10.30;1210.00;4.76;0
18;bunker;3546.00;10.30;1215.00;2.61;0
18;coastal_bunker;3542.00;10.30;1206.00;-3.14;0
18;coastal_bunker;3535.00;10.30;1207.00;-1.57;0
18;coastal_bunker;3543.00;10.30;1211.00;0.79;0
18;coastal_bunker;3550.00;9.88;1216.00;-3.93;0
18;coastal_bunker;3537.00;10.28;1201.00;-2.76;0
18;dockyard;3534.00;9.50;1195.00;-2.76;0
18;anti_air_building;3536.00;10.48;1185.00;0.20;0
18;anti_air_building;3544.00;10.40;1193.00;3.22;0
18;anti_air_building;3539.00;10.30;1199.00;5.88;0
18;synthetic_refinery;3538.00;10.30;1199.00;2.26;0
18;fuel_silo;3537.00;10.30;1199.00;0.11;0
18;radar_station;3541.00;10.30;1201.00;3.30;0
18;rocket_site;3543.00;10.35;1198.00;5.79;0
18;nuclear_reactor;3542.00;10.40;1193.00;0.71;0
19;arms_factory;3584.00;11.50;1188.00;4.09;0
19;arms_factory;3559.00;10.90;1189.00;0.47;0
19;arms_factory;3580.00;10.88;1208.00;2.04;0
19;arms_factory;3584.00;10.35;1217.00;4.70;0
19;arms_factory;3561.00;10.80;1202.00;2.54;0
19;arms_factory;3588.00;11.80;1170.00;3.74;0
19;industrial_complex;3581.00;11.28;1197.00;0.48;0
19;industrial_complex;3556.00;10.82;1186.00;3.14;0
19;industrial_complex;3565.00;10.88;1198.00;5.81;0
19;industrial_complex;3570.00;11.28;1163.00;2.54;0
19;industrial_complex;3605.00;10.45;1207.00;5.21;0
19;industrial_complex;3551.00;10.25;1210.00;1.59;0
19;air_base;3587.00;11.55;1194.00;4.25;0
19;naval_base;3551.00;10.23;1211.00;-2.03;5819
19;naval_base;3580.00;10.25;1221.00;-2.36;6122
19;naval_base;3615.00;10.30;1209.00;-3.14;5802
19;naval_base;3599.00;10.43;1210.00;-3.23;5802
19;naval_base;3561.00;10.23;1222.00;-1.57;6122
19;naval_base;3592.00;10.30;1215.00;-3.68;6122
19;naval_base;3564.00;10.30;1216.00;-2.68;6122
19;bunker;3602.00;11.50;1196.00;2.61;0
19;bunker;3575.00;11.43;1169.00;2.71;0
19;bunker;3619.00;10.60;1199.00;0.55;0
19;bunker;3595.00;11.80;1166.00;3.21;0
19;bunker;3598.00;12.18;1172.00;4.77;0
19;bunker;3568.00;10.43;1214.00;1.16;0
19;bunker;3572.00;10.90;1201.00;5.28;0
19;bunker;3556.00;10.82;1191.00;0.20;0
19;bunker;3567.00;10.88;1206.00;3.22;0
19;bunker;3571.00;11.15;1177.00;5.88;0
19;bunker;3549.00;10.25;1209.00;2.26;0
19;bunker;3574.00;10.48;1217.00;0.11;0
19;bunker;3561.00;10.30;1219.00;1.67;0
19;coastal_bunker;3583.00;10.32;1218.00;-3.68;0
19;coastal_bunker;3569.00;9.95;1219.00;-2.36;0
19;coastal_bunker;3549.00;10.23;1210.00;-2.03;0
19;coastal_bunker;3611.00;10.32;1209.00;-3.14;0
19;coastal_bunker;3565.00;10.30;1222.00;-1.57;0
19;coastal_bunker;3604.00;10.38;1209.00;-3.23;0
19;coastal_bunker;3565.00;10.30;1216.00;-2.68;0
19;dockyard;3565.00;9.95;1221.00;-1.57;0
19;anti_air_building;3562.00;10.98;1167.00;1.22;0
19;anti_air_building;3570.00;11.00;1183.00;5.34;0
19;anti_air_building;3582.00;11.45;1189.00;5.45;0
19;synthetic_refinery;3573.00;10.95;1201.00;3.29;0
19;fuel_silo;3581.00;10.75;1209.00;5.95;0
19;radar_station;3587.00;11.53;1187.00;3.84;0
19;rocket_site;3579.00;11.70;1165.00;3.89;0
19;nuclear_reactor;3582.00;11.73;1171.00;1.73;0
20;arms_factory;3559.00;10.30;1125.00;2.04;0
20;arms_factory;3549.00;10.62;1132.00;4.70;0
20;arms_factory;3519.00;11.40;1116.00;2.54;0
20;arms_factory;3540.00;11.30;1119.00;3.74;0
20;arms_factory;3586.00;11.65;1154.00;0.48;0
20;arms_factory;3535.00;10.35;1153.00;3.14;0
20;industrial_complex;3532.00;11.10;1113.00;5.81;0
20;industrial_complex;3509.00;11.53;1136.00;2.54;0
20;industrial_complex;3580.00;11.50;1147.00;5.21;0
20;industrial_complex;3542.00;10.40;1177.00;1.59;0
20;industrial_complex;3528.00;11.15;1110.00;4.25;0
20;industrial_complex;3502.00;11.57;1132.00;0.99;0
20;air_base;3545.00;10.32;1162.00;3.66;0
20;bunker;3556.00;10.57;1170.00;0.04;0
20;bunker;3580.00;11.48;1152.00;2.70;0
20;bunker;3569.00;11.38;1135.00;5.72;0
20;bunker;3557.00;10.57;1161.00;0.64;0
20;bunker;3538.00;11.23;1128.00;4.76;0
20;bunker;3523.00;11.57;1123.00;2.61;0
20;bunker;3535.00;10.35;1150.00;2.71;0
20;bunker;3543.00;11.10;1132.00;0.55;0
20;bunker;3546.00;10.95;1132.00;3.21;0
20;bunker;3528.00;10.65;1150.00;4.77;0
20;anti_air_building;3568.00;11.25;1131.00;1.16;0
20;anti_air_building;3548.00;10.55;1129.00;5.28;0
20;anti_air_building;3561.00;11.00;1157.00;0.20;0
20;synthetic_refinery;3568.00;10.48;1120.00;3.22;0
20;fuel_silo;3581.00;11.60;1126.00;5.88;0
20;radar_station;3543.00;10.70;1144.00;4.07;0
20;rocket_site;3539.00;10.48;1162.00;0.11;0
20;nuclear_reactor;3556.00;11.00;1145.00;1.67;0
21;arms_factory;3469.00;12.43;1112.00;2.54;0
21;arms_factory;3474.00;12.50;1107.00;3.74;0
21;arms_factory;3492.00;12.15;1087.00;0.48;0
21;arms_factory;3510.00;11.12;1093.00;3.14;0
21;arms_factory;3476.00;12.30;1107.00;5.81;0
21;arms_factory;3486.00;12.53;1088.00;2.54;0
21;industrial_complex;3511.00;11.05;1093.00;5.21;0
21;industrial_complex;3478.00;12.12;1107.00;1.59;0
21;industrial_complex;3500.00;11.00;1101.00;4.25;0
21;industrial_complex;3513.00;11.00;1093.00;0.99;0
21;industrial_complex;3480.00;12.07;1107.00;3.66;0
21;industrial_complex;3502.00;11.00;1101.00;0.04;0
21;air_base;3485.00;12.07;1094.00;2.70;0
21;bunker;3487.00;12.65;1084.00;5.72;0
21;bunker;3504.00;12.20;1060.00;0.64;0
21;bunker;3493.00;11.43;1103.00;4.76;0
21;bunker;3481.00;12.57;1134.00;2.61;0
21;bunker;3512.00;10.60;1100.00;2.71;0
21;anti_air_building;3486.00;11.70;1106.00;0.55;0
21;anti_air_building;3491.00;12.53;1084.00;3.21;0
21;anti_air_building;3482.00;12.15;1072.00;4.77;0
21;synthetic_refinery;3487.00;11.70;1106.00;1.16;0
21;fuel_silo;3493.00;12.40;1084.00;5.28;0
