45;1890.00;11.82;2014.00;big
46;1893.00;12.62;1681.00;big
46;1850.00;13.57;1746.00;big
47;1636.00;14.15;1994.00;big
47;1724.00;16.45;1948.00;big
48;2560.00;10.70;1949.00;big
48;2543.00;10.45;2009.00;big
49;2535.00;10.98;1859.00;big
49;2683.00;12.68;1797.00;big
50;2637.00;9.55;1999.00;big
50;2668.00;9.50;1903.00;big
51;2815.00;10.80;1737.00;big
51;2895.00;11.30;1729.00;big
53;2017.00;9.50;1990.00;big
53;2244.00;9.50;2012.00;big
54;2077.00;9.50;1761.00;big
54;2274.00;9.50;1819.00;big
55;2366.00;9.50;1663.00;big
55;2372.00;9.50;1799.00;big
56;2511.00;9.50;1906.00;big
56;2482.00;9.50;1997.00;big
57;2492.00;10.53;1823.00;big
57;2598.00;9.50;1770.00;big
58;2476.00;9.50;1500.00;big
58;2647.00;9.50;1520.00;big
59;2693.00;10.50;1703.00;big
59;2801.00;9.50;1561.00;big
60;2920.00;9.50;1698.00;big
60;2936.00;9.50;1548.00;big
61;3219.00;9.50;1438.00;big
61;3345.00;9.50;1431.00;big
62;3597.00;9.50;1256.00;big
62;3408.00;9.50;1285.00;big
63;3857.00;9.50;1134.00;big
63;3758.00;9.50;977.00;big
64;3639.00;9.50;763.00;big
64;3413.00;9.50;611.00;big
65;3241.00;9.50;443.00;big
65;3024.00;9.50;325.00;big
66;1508.00;13.93;1970.00;big
66;1663.00;9.50;1846.00;big
67;2155.00;9.50;1583.00;big
67;1853.00;9.50;1640.00;big
68;2549.00;9.50;1395.00;big
68;2401.00;9.50;1487.00;big
69;2648.00;9.50;865.00;big
69;2693.00;9.50;510.00;big
70;2661.00;9.60;153.00;big
70;2783.00;10.35;32.00;big
71;2806.00;9.50;1826.00;big
71;2961.00;9.50;1769.00;big
72;4892.00;9.50;1603.00;big
72;3759.00;9.50;1731.00;big
73;5148.00;9.50;458.00;big
73;4124.00;9.50;433.00;big
74;3662.00;9.50;1067.00;big
74;3539.00;9.50;921.00;big
75;3295.00;9.50;653.00;big
75;3161.00;9.50;581.00;big
76;3054.00;9.50;599.00;big
76;2973.00;10.28;696.00;big
77;3169.00;9.60;735.00;big
77;3117.00;9.50;619.00;big
78;3161.00;9.50;482.00;big
78;3072.00;9.50;530.00;big
79;3191.00;9.50;646.00;big
79;3336.00;9.50;806.00;big
80;3000.00;9.50;1460.00;big
80;2880.00;9.50;1365.00;big
81;3027.00;9.50;1246.00;big
81;2894.00;9.50;1313.00;big
82;2889.00;9.50;1155.00;big
82;2783.00;9.50;1116.00;big
83;2864.00;10.38;1075.00;big
83;3012.00;9.50;1154.00;big
84;2767.00;9.50;1188.00;big
84;2880.00;10.20;1207.00;big
85;3052.00;9.50;1186.00;big
85;2978.00;9.50;1185.00;big
86;3189.00;9.50;1245.00;big
86;3138.00;9.60;1324.00;big
87;3225.00;9.50;1223.00;big
87;3166.00;9.50;1133.00;big
88;3350.00;9.50;1258.00;big
88;3322.00;10.43;1191.00;big
89;3401.00;12.50;1167.00;big
89;3376.00;12.00;988.00;big
90;3332.00;12.07;585.00;big
90;3233.00;10.90;614.00;big
91;2899.00;11.32;988.00;big
91;3012.00;14.07;988.00;big
92;2863.00;11.00;1249.00;big
92;2991.00;11.00;1222.00;big
93;3176.00;10.60;1190.00;big
93;3085.00;10.32;1137.00;big
94;2827.00;16.10;457.00;big
94;2870.00;20.08;676.00;big
95;2316.00;14.10;1596.00;big
95;2381.00;11.28;1626.00;big
96;0.00;9.50;0.00;big
96;1765.00;15.45;1814.00;big
